id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
14430887456459727531,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,d521b750,af7fe221,1,0,21191,320,50,2424,1,161,100193,71
15477086478203383536,1,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e6cd1940,1f19f849,1,0,20970,320,50,2372,0,813,100225,46
15592173199916677788,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,073ef936,f39b265e,1,0,15708,320,50,1722,0,35,100083,79
16513510358412137775,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,ecb851b2,1,0,15707,320,50,1722,0,35,-1,79
18023956821750119653,0,14102100,1005,0,18859862,b5188ae6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a677b630,d787e91b,1,0,18993,320,50,2161,0,35,-1,157
18116912239906268530,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,a4e8d9a8,7801e8d9,0f2161f8,6cc68d5a,88198b08,35ffae6c,4,2,20366,320,50,2333,0,39,-1,157
2078088664754605577,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c0549ded,5b211c0d,1,0,15701,320,50,1722,0,35,100084,79
2209799476679308379,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,d810ac64,2347f47a,cef3e649,a4909e15,9cf2e29d,aa35da31,1,2,20596,320,50,2161,0,35,100166,157
2678939859284254212,0,14102100,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b0f925c1,711ee120,1,0,15708,320,50,1722,0,35,100084,79
3017223719858625036,1,14102100,1002,0,e7eebe29,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,daccf015,a6e14e1f,6f856677,0,0,17914,320,50,2043,2,39,-1,32
3516757869093184030,1,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,422a447f,1aa0e912,1,0,17654,300,250,1994,2,39,-1,33
5303581385580166740,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ff1c4f79,158e4944,1,0,15707,320,50,1722,0,35,-1,79
5337740728328328157,0,14102100,1002,0,aad25774,08facbad,50e219e0,ecad2386,7801e8d9,07d7df22,0aaf8679,1ffab45f,a12e847c,0,0,6992,320,50,613,2,39,100233,32
566723885287366321,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8e2bef34,f39b265e,1,0,15705,320,50,1722,0,35,100084,79
5808194948757044659,0,14102100,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e6cd1940,f60c2fd3,1,0,20969,320,50,2372,0,813,100225,46
622489509570784121,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,26f4e355,18d8fb90,1,0,15701,320,50,1722,0,35,100083,79
733117277200564673,0,14102100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4f7d6e67,8a4875bd,1,0,20352,320,50,2333,0,39,100079,157
7728331812463529735,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,27f51eb7,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
8472354217846554647,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,375c3d47,1,0,15704,320,50,1722,0,35,-1,79
848506443942560681,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,5d9a4791,4d3ff72a,c6263d8a,1,0,20596,320,50,2161,0,35,-1,157
8495370584037116904,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,28d7c896,1b8a6145,1,0,19743,320,50,2264,3,427,100000,61
9329427442785759423,0,14102100,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b69c7a44,1b01c4ed,1,0,16615,320,50,1863,3,39,100119,23
9522482782207702061,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6a2807ef,779d90c2,1,0,15704,320,50,1722,0,35,100084,79
11105526168297923691,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e38d077b,8b1aa260,1,0,15708,320,50,1722,0,35,-1,79
11507502475134679980,0,14102101,1005,0,801dfefb,9b421927,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,46c738c1,711ee120,1,0,15706,320,50,1722,0,35,-1,79
11778808775677690594,1,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,21abb96c,2347f47a,fc6fa53d,e00836e5,d14112f0,8bfcd3c6,1,0,20145,320,50,2306,3,39,-1,23
1192105861140958518,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,43ec9562,7b6b34e3,d34f4c90,1,0,21647,320,50,2487,1,547,100212,51
1298580070828393777,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,f4b3f55e,ff065cf0,1,2,6559,320,50,571,2,39,-1,32
13875709313715718105,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,6c4bf089,d787e91b,1,0,19775,320,50,2229,0,687,100031,48
1476957650070468610,1,14102101,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7f6422b2,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
16608431654461905792,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3ed09b5f,5db079b5,1,2,15699,320,50,1722,0,35,-1,79
1711337655290550195,0,14102101,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7acb2998,8a4875bd,1,0,15705,320,50,1722,0,35,100084,79
18067418215121580450,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,92e72531,d9b5648e,0f2161f8,a99f214a,7b6edf65,b4b19c97,1,0,21611,320,50,2480,3,297,100111,61
2359790621902113128,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,361b0f0c,1f0bc64f,1,0,15707,320,50,1722,0,35,-1,79
3050559559892234420,1,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,6c7e022a,d9b5648e,0f2161f8,a99f214a,6d4a9518,b4b19c97,1,0,20744,320,50,2394,0,175,100111,116
3297944376321197996,0,14102101,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,42f7e879,84ebbcd4,1,0,20345,300,250,2331,2,39,100055,23
4138164400759904658,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,09be9b39,16954458,1,0,15705,320,50,1722,0,35,100084,79
4485756380596425413,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,810c3a37,b4b19c97,1,0,21611,320,50,2480,3,297,100111,61
5206746496193081791,0,14102101,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,28049035,d7fe30a4,1,0,16920,320,50,1899,0,431,100081,117
6243919965862134735,1,14102101,1005,0,2bb6ee2d,e3f8a92f,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,fd2705ce,3b00e4a3,1,0,20093,300,250,2295,2,35,100081,23
6388623738542186829,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,67ecb1f2,76dc4769,1,0,15705,320,50,1722,0,35,100084,79
7402742766324469302,0,14102101,1005,1,cffc1324,bc63ea42,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,5d7afa0b,ba71b08e,1,0,19772,320,50,2227,0,687,100079,48
7467447400332584363,0,14102101,1005,1,791b5571,fd13bc73,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3dd8f455,6bfbb32f,1,0,16859,320,50,1887,3,39,-1,23
7485689620714039037,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,45442e75,d9b5648e,0f2161f8,a99f214a,2851869f,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
7569465670204094555,0,14102101,1005,1,3dc2d6de,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6a4ce6cb,b72d1c6e,1,0,19771,320,50,2227,0,687,100079,48
8201014611991053853,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,50fe2e27,c65e0e5e,1,0,18934,320,50,1926,2,39,100128,13
8497698316200163339,0,14102101,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f7600ed5,d787e91b,1,0,20352,320,50,2333,0,39,-1,157
9176575937912640739,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dbb53722,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
9311207943571602226,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,86be348c,8803c3d6,1,2,6616,320,50,576,2,35,-1,32
9985118886601393393,0,14102101,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,fbd0b640,697e4db6,f07e20f8,4,0,21311,320,50,2449,0,163,100105,91
10610900591193909367,0,14102102,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9dbf6dee,8a4875bd,1,0,21647,320,50,2487,1,547,-1,51
1066029237210988668,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,af04e433,1ccc7835,1,0,15703,320,50,1722,0,35,100084,79
10980900710455519309,0,14102102,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,79c589ee,fe31adef,1,0,16859,320,50,1887,3,39,100199,23
11494144784950504834,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,74058a48,6301c421,24f6b932,1,0,21647,320,50,2487,1,547,-1,51
13051943122570022103,0,14102102,1005,0,47d1a0f2,cd37b321,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f4eb59c9,6f21a189,1,0,21647,320,50,2487,1,547,-1,51
13254317466657400397,0,14102102,1005,1,f61eaaae,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,48335f74,60cf5a10,1,0,21647,320,50,2487,1,547,-1,51
14082515310470125299,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,29ec409f,8a4875bd,1,0,15705,320,50,1722,0,35,-1,79
14170442513430179012,0,14102102,1005,0,d7f3460b,f7570339,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5e6e3dcd,56f23684,1,2,21647,320,50,2487,1,547,100021,51
14489920444137826362,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,429b26c6,6d44e29a,1,0,19251,320,50,2201,3,35,-1,43
14894203822642973947,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,42da5b81,d9b5648e,0f2161f8,a99f214a,2abd4052,d056b4bf,1,0,21611,320,50,2480,3,297,100111,61
15164278679695928834,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f979d19d,c6263d8a,1,0,15707,320,50,1722,0,35,-1,79
16247925107331037670,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,1da89df1,047315a1,5096d134,1,0,21647,320,50,2487,1,547,-1,51
16472639773079411576,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,49879254,1f0bc64f,1,0,15704,320,50,1722,0,35,100084,79
16582569261314229900,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e60ed3c7,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
16730607073947512276,0,14102102,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e0b910dd,7abbbd5c,1,0,20596,320,50,2161,0,35,-1,157
17032365016216177078,0,14102102,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9ae0307c,1469bbc4,1,2,21647,320,50,2487,1,547,-1,51
17170176543578402436,0,14102102,1010,1,85f751fd,c4e18dd6,50e219e0,a804d999,7801e8d9,cef3e649,fdb14e9c,3a692d57,f07e20f8,4,2,21664,320,50,2492,3,35,-1,43
17781015478151129685,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,7e7baafa,2347f47a,0f2161f8,a99f214a,85a2620f,e95400e8,1,0,21647,320,50,2487,1,547,100170,51
17919218144425491240,0,14102102,1005,0,ac696ed4,c7dcd9d1,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,bb396d37,ae33a54e,1,0,21647,320,50,2487,1,547,100128,51
18095026264489913058,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,113a0398,a0f5f879,1,0,15699,320,50,1722,0,35,-1,79
1850020655141997107,0,14102102,1005,0,75e3624c,20c15909,72722551,ecad2386,7801e8d9,07d7df22,a99f214a,48b7ed30,84ebbcd4,1,0,15706,320,50,1722,0,35,100084,79
1998226099578469819,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,0d913de7,e9d23694,787562bc,1,0,21647,320,50,2487,1,547,-1,51
2646605138345055941,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,5262ec8c,26c47b84,ae1b1e3b,1,2,21647,320,50,2487,1,547,-1,51
286185575137786395,0,14102102,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a396c6e1,42a5d6ce,1,0,21153,320,50,2420,2,35,-1,69
2875469292224983795,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,9e5a7600,aad45b01,1,0,21611,320,50,2480,3,297,100111,61
3061717850892713091,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8d835d30,158e4944,1,0,15707,320,50,1722,0,35,-1,79
32419275382384153,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,5b6130f5,7ac6007f,1,2,21647,320,50,2487,1,547,-1,51
3328435089288377694,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,dc96c95d,1f0bc64f,1,0,21647,320,50,2487,1,547,-1,51
346273760607207499,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,d8784af5,2347f47a,8ded1f7a,5dac0b94,7b1743eb,dfeda01b,1,2,19251,320,50,2201,3,35,-1,43
3700662264052166167,1,14102102,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8337da84,1f0bc64f,1,0,21647,320,50,2487,1,547,-1,51
4094529176328446234,0,14102102,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,45570042,5096d134,1,0,15702,320,50,1722,0,35,-1,79
479651206647688346,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,5719d42b,ae637522,f95efa07,a99f214a,1ffd4b00,cf28826a,1,0,21647,320,50,2487,1,547,-1,51
5017715169466060510,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3e44041f,d25693ce,1,0,15703,320,50,1722,0,35,-1,79
509258562086442791,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,28d7c896,1b8a6145,1,0,19743,320,50,2264,3,427,100000,61
5761834696665208890,0,14102102,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ed20ddc0,d787e91b,1,0,21647,320,50,2487,1,547,-1,51
5781986810544421802,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,cac4d3dc,b0d6dffc,649e7a14,1,0,18993,320,50,2161,0,35,-1,157
5928718192164546088,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,419a82a3,7b74cceb,1d5bfd2d,1,0,21611,320,50,2480,3,297,100111,61
5964549881220742318,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,a5526233,a9fb0439,1,0,21611,320,50,2480,3,297,100111,61
6038716244399730282,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,1239344e,ae637522,0f2161f8,0f8581d0,ba512e94,a2110d08,1,2,21137,728,90,2418,0,423,100033,195
6042691241829247167,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,c25a97d7,1f0bc64f,1,0,21647,320,50,2487,1,547,-1,51
6217613812239184261,0,14102102,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,44ece70d,4ea23a13,1,0,17653,300,250,1994,2,39,-1,33
622427120266477171,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,19381d59,5096d134,1,0,15703,320,50,1722,0,35,-1,79
7113288787748465129,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bfeed301,a8d2c4cf,1,0,15699,320,50,1722,0,35,100083,79
7941633058200161980,0,14102102,1005,1,6d592c60,f930238e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,63538a8a,6ae7fb43,1,0,21647,320,50,2487,1,547,-1,51
808215261190519115,0,14102102,1005,1,85f751fd,c4e18dd6,50e219e0,13684a79,2347f47a,0f2161f8,8c80606d,c5c41eae,1b13b020,1,0,19251,320,50,2201,3,35,-1,43
8176016600395850659,0,14102102,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,e1857cfd,f37ed101,1,0,20596,320,50,2161,0,35,-1,157
8286973976145537417,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,e53458d9,74558fd9,7ac6007f,1,2,21647,320,50,2487,1,547,-1,51
8313513917635115731,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3942669c,43a30462,1,0,15707,320,50,1722,0,35,100084,79
8741105953391029852,0,14102102,1005,0,e149eb68,91cdcccd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fede7188,dc15c87e,1,2,21647,320,50,2487,1,547,100148,51
9492418692317819674,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,fca36340,d787e91b,1,0,21647,320,50,2487,1,547,-1,51
10258722072320958805,0,14102103,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0c54a5f4,d4897fef,1,0,19950,320,50,1800,3,167,100081,23
10265623309056579797,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,6639be96,35e87701,1,0,21611,320,50,2480,3,299,100111,61
10365160199338720478,0,14102103,1005,0,e2547d3b,986e2317,72722551,ecad2386,7801e8d9,07d7df22,a99f214a,31404438,a0f5f879,1,0,8330,320,50,761,3,175,100079,23
10370502888860319449,0,14102103,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,016c04e9,4ea23a13,1,0,17654,300,250,1994,2,39,-1,33
11055329874452769114,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8f2a7f00,1f0bc64f,1,0,15703,320,50,1722,0,35,100083,79
1125688790821190804,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,b5a21320,3fa0ad4c,2c948de5,1,0,20633,320,50,2374,3,39,-1,23
11365847046308505695,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,76b046a1,c6263d8a,1,0,15705,320,50,1722,0,35,-1,79
13399579900438935159,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,9601d18a,99e427c9,1,0,21611,320,50,2480,3,299,100111,61
14303632867157635249,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,0f28d662,aad45b01,1,0,20277,320,50,2281,3,47,100182,42
14326293934061150810,0,14102103,1005,1,92fa1eaf,060c1a43,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c7bed0b9,8b1aa260,1,0,20596,320,50,2161,0,35,-1,157
15937585555859153157,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,b213b088,52827170,4ceb2e0b,1,0,19251,320,50,2201,3,35,100075,43
16754622346762161102,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,c26987a4,72a00661,1,0,21611,320,50,2480,3,299,100111,61
17086172200717753471,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,d244da70,00b1f3a7,1,0,19251,320,50,2201,3,35,-1,43
17321541663745565503,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,91665602,6332421a,1,0,15704,320,50,1722,0,35,100084,79
17589922955826154766,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,baf4fc98,36d749e5,1,0,15702,320,50,1722,0,35,-1,79
2011055365111338484,1,14102103,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d27a5978,3bc980aa,1,0,19016,300,250,2162,2,39,-1,33
2627995489200424067,1,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0b42b375,8d96a23d,1,2,15703,320,50,1722,0,35,-1,79
2738697358216321404,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a4afe726,81b42528,1,0,15701,320,50,1722,0,35,-1,79
2748084108164647098,0,14102103,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,077a2b5f,ce576f14,1,0,16920,320,50,1899,0,431,100077,117
2920878611034672351,0,14102103,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8fa4d407,84ebbcd4,1,0,18092,320,50,2060,3,39,100106,23
3242695091236215872,0,14102103,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7ffa5657,c144e605,1,0,17614,320,50,1993,2,1063,-1,33
4138569231860129352,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5c15d844,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79
4346182760676078292,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,d1f14f7d,ae637522,8ded1f7a,a99f214a,8344bb85,2692a96a,1,2,21611,320,50,2480,3,299,100111,61
5019228284993896346,0,14102103,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c9b854f2,1f0bc64f,1,0,19015,300,250,2162,2,39,100170,33
5377806004751164817,1,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,55a52ab8,02cd4447,05e70df4,1,0,20003,320,50,2282,3,35,100148,117
5440267112041331468,0,14102103,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,d40fb714,b096c6e7,fdfa8fcd,4,0,21665,320,50,2493,3,35,-1,117
5784572132920644199,0,14102103,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6d8b41d2,88fe1d5d,1,0,21153,320,50,2420,2,35,-1,69
5908864009682248396,0,14102103,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cc1b2147,8a4875bd,1,0,20007,320,50,2283,0,163,-1,95
6159720629595650909,1,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,43d5f29a,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79
